id,nombre,tipo,tipo_normalizado,nom_mapa,sede,direccion,telefono,e_mail,facebook,web,actividades,instalaciones,calle,altura,direccion_normalizada,barrio,comuna,long,lat
35,ATLETICO LA PATERNAL,CLUB DE BARRIO,club_de_barrio,Atletico La Paternal,UNICA,Fragata Sarmiento 1951,4581-2558,calapaternal@hotmail.com,,,"Fútbol, Paleta, Taekwondo, Patín artístico, Muay Thai, Roller derby y Vóley",cancha - salones,FRAGATA PRES. SARMIENTO,1951,FRAGATA PRES. SARMIENTO 1951,Paternal,Comuna 15,-58.459721,-34.603331
67,ATLETICO LUGANO,CLUB DE BARRIO,club_de_barrio,Atletico Lugano,UNICA,Cafayate 4155,4602-0196 y 4601-8214,clublugano@telecentro.com.ar,,,"Baby, basquet, voley, handbol, gimnasia aerobica, iniciacion deportiva.",cancha - salones,CAFAYATE,4155,CAFAYATE 4155,Villa Lugano,Comuna 8,-58.477379,-34.678098
72,BARRACAS JUNIORS,CLUB DE BARRIO,club_de_barrio,Barracas Juniors,UNICA,Gral Hornos 1850,4301-7285  4301-0948,barracasjuniors@yahoo.com,,,"Tenis, padel, fútbol, taekwondo, gimnasia femenina. Academias infantiles de tenis, básquet y fútbol. Actividades culturales.",canchas - salones - gimnasio,"HORNOS, GRAL.",1850,"HORNOS, GRAL. 1850",Barracas,Comuna 4,-58.374005,-34.647671
153,BELGRANO,CLUB DE BARRIO,club_de_barrio,Belgrano,UNICA,Arribeños 1701,4784-8180   4787-2680,clubbelgrano@fibertel.com.ar,,www.clubbelgrano.org.ar,"Futbol, gimnasio, bridge, pelota paleta, natación en verano, tenis, paddle, squash.",1 cancha de fútbol papi fútbol,ARRIBEÑOS,1701,ARRIBEÑOS 1701,Belgrano,Comuna 13,-58.447321,-34.561578
37,BIBLIOTECA GENERAL ARTIGAS,CLUB DE BARRIO,club_de_barrio,Biblioteca General Artigas,UNICA,Navarro 2544,4575-4459 / 4571-1370,artigasclub@gmail.com,BIBLIOTECA GENERAL ARTIGAS (OFICIAL),,"baby fútbol, patin, taekwondo, musculacion, voley, gimnasia, tango",cancha - salones - gimnasio - biblioteca,NAVARRO,2544,NAVARRO 2544,Agronomia,Comuna 15,-58.490882,-34.591782
226,BIBLIOTECA Y ASOCIACION VECINAL DE FOMENTO NUEVA CHICAGO,CLUB DE BARRIO,club_de_barrio,Biblioteca Y Asociacion Vecinal De Fomento Nueva Chicago,,Av. De Los Corrales 7201,4686-6151,,,,"baby, patin, gimnasia, danza, otros","1 cancha, 1 salon",DE LOS CORRALES AV.,7201,DE LOS CORRALES AV. 7201,Mataderos,Comuna 9,-58.506009,-34.667210
97,BOCHIN CLUB,CLUB DE BARRIO,club_de_barrio,Bochin Club,UNICA,Julian Alvarez 2355,4823-7507,clubelbochin@gmail.com,,,"Pelota Paleta, Arquería, Yoga. Actividades culturales.",canchas - salones,"ALVAREZ, JULIAN",2355,"ALVAREZ, JULIAN 2355",Palermo,Comuna 14,-58.416263,-34.587767
158,BOEDO BILLAR CLUB,CLUB DE BARRIO,club_de_barrio,Boedo Billar Club,UNICA,Medrano 468,4982-6307/6545,boedobillarclub@fibertel.com.ar,,,billar,2 salones,MEDRANO AV.,468,MEDRANO AV. 468,Almagro,Comuna 5,-58.421325,-34.605501
20,BRISAS DE LINIERS,CLUB DE BARRIO,club_de_barrio,Brisas De Liniers,UNICA,Montiel 1374/82,4644-3552,,,,"baby, artes marciales, gimnasia, yoga",salon - cancha,MONTIEL,1374,MONTIEL 1374,Liniers,Comuna 9,-58.522468,-34.653728
60,BRISAS DEL SUD,CLUB DE BARRIO,club_de_barrio,Brisas Del Sud,UNICA,Guardia Nacional 1956,4635-1444,,,,"Fútbol, patín,voley, natación cubierta y descubierta, gimnasia adultos e infantil, artes marciales, gim deportiva. Actividades culturales.",Cancha - Gimnasio -  Salones -  Natatorios,GUARDIA NACIONAL,1956,GUARDIA NACIONAL 1956,Mataderos,Comuna 9,-58.483939,-34.654987
78,BUENOS AIRES SUR,CLUB DE BARRIO,club_de_barrio,Buenos Aires Sur,UNICA,Cochabamba 3650,4956-0487  (desde las 17.30 hs),,CLUB BUENOS AIRES SUR,,"Fútbol infantil (FAFI, FEFI y escuelita), Vóley femenino (adultas) y Taekwondo (infantil y adultos)",canchas - salon,COCHABAMBA,3650,COCHABAMBA 3650,Boedo,Comuna 5,-58.416740,-34.627083
128,CABALLITO JUNIORS,CLUB DE BARRIO,club_de_barrio,Caballito Juniors,UNICA,Nicasio Oroño 566,4431-9600,caballito566@hotmail.com,,,"Fútbol (escuelita y FAFI), Futsal (AFA), Gimnasia postural, Gimnasia deportiva y Taekwondo.",2 canchas - 1 salon,"OROÑO, NICASIO",566,"OROÑO, NICASIO 566",Caballito,Comuna 6,-58.452407,-34.617612
191,CACHO LABORDE,CLUB DE BARRIO,club_de_barrio,Cacho Laborde,UNICA,Luna 1547,,,,,"Futbol infantil y juvenil de 4 a 14 años, fútbol para adultos. Actividades culturales.",Cancha de fútbol 11 - SUM,LUNA,1547,LUNA 1547,Barracas,Comuna 4,-58.395381,-34.652104
129,CALIFORNIA,CLUB DE BARRIO,club_de_barrio,California,UNICA,Andonaegui 3347,4541-9670,,,,"Baby fútbol, patín, voley, taekwondo, pilates.",1 cancha - 1 salon,ANDONAEGUI,3347,ANDONAEGUI 3347,Villa Urquiza,Comuna 12,-58.496493,-34.567986
119,CAPOEIRA,CLUB DE BARRIO,club_de_barrio,Capoeira,UNICA,Padilla 1008,4857-2851,eventos@capoeira.com,,www.capoeira.com.ar,"Baby, basket, gimnasia deportiva, tango, hockey, tenis.",canchas - salones - natatorio,PADILLA,1008,PADILLA 1008,Villa Crespo,Comuna 15,-58.445849,-34.597090
201,CATALINAS SUR ASOCIACION,CLUB,club,Catalinas Sur Asociacion,,Pi y Margal 671,4300-5159,,,,"futsal, padel, natacion","2 natatorios, 3 canchas y 2 salones",PI Y MARGALL,671,PI Y MARGALL 671,Boca,Comuna 4,-58.365418,-34.626991
296,CENTRO ANDINO BUENOS AIRES,CLUB DE BARRIO,club_de_barrio,Centro Andino Buenos Aires,UNICA,Rivadavia 1255,4381-1566,info@caba.org.ar,,www.caba.org.ar,"Boulder y palestra
",,RIVADAVIA AV,1255,RIVADAVIA AV. 1255,San Nicolas,Comuna 1,-58.384261,-34.608611
277,CENTRO COMUNITARIO KADIMA,CLUB,club,Centro Comunitario Kadima,SEDE ADMINISTRATIVA - PREDIO DEPORTIVO EN MORENO,"Honorio Pueyrredon 1552 7º C"" """,4586-4829,,,,"fútbol, aerobic, tenis, yoga",cancha - natatorio,"PUEYRREDON, HONORIO, DR. AV.",1552,"PUEYRREDON, HONORIO, DR. AV. 1552",Villa Crespo,Comuna 15,-58.449294,-34.603368
2,CENTRO NAVARRO DE BUENOS AIRES,CLUB DE BARRIO,club_de_barrio,Centro Navarro De Buenos Aires,,Moreno 3682,4932-7518,centronavarro@fibertel.com.ar,Centro Navarro de Buenos Aires Organización,www.centronavarro.org,"Pelota paleta, danzas navarras, taekwondo. Actividades culturales.",1 cancha - 1 salon - Biblioteca,MORENO,3682,MORENO 3682,Almagro,Comuna 5,-58.418271,-34.614729
267,CENTRO RECREATIVO MUNICIPAL,CLUB DE BARRIO,club_de_barrio,Centro Recreativo Municipal,,C. Rivadavia 1350,4702-2409/8299 y 4701-3196,,,,,"Parque de 7 hectareas, sector de camping con quinchos, parrillas, campos de deportes, canchas de fútbol, vóley, canchas de tenis de polvo de ladrillo,  piscina y solarium. 2 salones.","RIVADAVIA MARTIN, COMODORO",1350,"RIVADAVIA MARTIN, COMODORO 1350",Nuñez,Comuna 13,-58.461024,-34.539409
295,CENTRO RECREATIVO TOQUE Y TOQUE,CLUB DE BARRIO,club_de_barrio,Centro Recreativo Toque Y Toque,UNICA,Zelada 4642,,,,Toque y Toque FC,Fútbol infantil competitivo (F.E.F.I) con participación de 150 niños de 4 a 12 años - Fútbol infantil recreativo y formativo (AEFI) con participación de 200 niños de 4 a 18 años,,ZELADA,4642,ZELADA 4642,Villa Luro,Comuna 10,-58.491957,-34.641509
56,CHARRUA,CLUB DE BARRIO,club_de_barrio,Charrua,UNICA,Charrua  3536,4919-2648,,,,DEFENSA PERSONAL,salon,CHARRUA,3536,CHARRUA 3536,Nueva Pompeya,Comuna 4,-58.425013,-34.658870
40,CICLISTA NACION,CLUB DE BARRIO,club_de_barrio,Ciclista Nacion,SEDE ADMINISTRATIVA,Godoy Cruz 1209,4777-3232,clubciclistanacion@yahoo.com.ar,,,"Actividades de Ciclismo, competencias de ciclismo clasicas. Criterium de apertura que inicia la actividad de temporada de ruta, cuya prueba mas importante es la Doble bragado.",Sin instalaciones.,GODOY CRUZ,1209,GODOY CRUZ 1209,Villa Crespo,Comuna 15,-58.438950,-34.591013
246,CIRCULO CATOLICO DE OBREROS DE VILLA DEVOTO,CLUB DE BARRIO,club_de_barrio,Circulo Catolico De Obreros De Villa Devoto,,Habana 4568,4501-3839,,,,"Baby fútbol, Gimnasia, Artes Marciales, Tenis","Canchas, 2 Salones, 2 Natatorios (uno para niños) climatizados",HABANA,4568,HABANA 4568,Villa Devoto,Comuna 11,-58.520157,-34.602069
32,CIRCULO DE AJEDREZ TORRE BLANCA,CLUB DE BARRIO,club_de_barrio,Circulo De Ajedrez Torre Blanca,,Sanchez de Bustamante 587,4862-3161,circulotorreblanca@fibertel.com.ar,,,ajedrez,,SANCHEZ DE BUSTAMANTE,587,SANCHEZ DE BUSTAMANTE 587,Almagro,Comuna 5,-58.414309,-34.603161
152,CIRCULO DE VILLA DEVOTO,CLUB DE BARRIO,club_de_barrio,Circulo De Villa Devoto,UNICA,Pedro Moran  4151,4501-0501,circulo@fibertel.com.ar,,www.circulo-devoto.com.ar,"Fútbol infantil, Fútbol 11 (juveniles), Handball, Patín, Taekwondo, Gimnasia rítmica, Escuela de tenis, Musculación, Gimnasia para damas (aerolocal, localizada y funcional), Indoor, Pilates, Ajedrez, Estimulación deportiva. Actividades culturales.",3 canchas - 1 salon - natatorio,"MORAN, PEDRO",4151,"MORAN, PEDRO 4151",Villa Devoto,Comuna 11,-58.511536,-34.602133
92,CÍRCULO LA PATERNAL,CLUB DE BARRIO,club_de_barrio,Círculo La Paternal,UNICA,Paz Soldan 5035,4553-4137,circulolapaternal@hotmail.com,circulo la paternal,,"Baby, Patín, Voley, Gimnasia, Artes marciales, Pelota paleta, Fútbol femenino, Fútbol masculino infantil. Artes marciales, Gimnasia, MMA (artes marciales mixtas combinadas con gimnasia), Entrenamiento funcional con aparatos. Danzas, iniciación a danza clásica. Actividades culturales",canchas - salones,PAZ SOLDAN,5035,PAZ SOLDAN 5035,Paternal,Comuna 15,-58.469067,-34.594546
187,CIRCULO MARTIN FIERRO,CLUB DE BARRIO,club_de_barrio,Circulo Martin Fierro,UNICA,Cochabamba 3536,4932-7362,,circulo martin fierro (grupo publico),,"baby, futsal, voley, handbol",1 cancha de fútbol 24x17m,COCHABAMBA,3536,COCHABAMBA 3536,Boedo,Comuna 5,-58.415074,-34.626894
269,CIRCULO POLICIA FEDERAL,CLUB,club,Circulo Policia Federal,SEDE CAMPO LIBERTADOR,Av. Del Libertador 7801,4702-2253/9387,info@cpf.org.ar,Club Círculo Policía Federal,www.cpf.org.ar,"futsal, patin, voley, hockey, natacion, artes marciales",4 natatorios (1 cubierto) - 2  canchas - 4 salones,DEL LIBERTADOR AV.,7801,DEL LIBERTADOR AV. 7801,Nuñez,Comuna 13,-58.462027,-34.542580
14,CIRCULO POLICIA FEDERAL,CLUB,club,Circulo Policia Federal,SEDE CRIO. GRAL. R. O. SCHULLER,Santiago de Calzadilla 1350,,info@cpf.org.ar,Club Círculo Policía Federal,www.cpf.org.ar,"futsal, patin, voley, hockey, natacion, artes marciales",4 natatorios (1 cubierto) - 2  canchas - 4 salones,"CALZADILLA, SANTIAGO",1350,"CALZADILLA, SANTIAGO 1350",Nuñez,Comuna 13,-58.463030,-34.535964
1,CIRCULO POLICIA FEDERAL,CLUB,club,Circulo Policia Federal,SEDE SOCIAL,San Martín 353,4394-2409,info@cpf.org.ar - cpf@iplnmail.com.ar,Club Círculo Policía Federal,www.cpf.org.ar,"futsal, patin, voley, hockey, natacion, artes marciales",4 natatorios (1 cubierto) - 2  canchas - 4 salones,SAN MARTIN,353,SAN MARTIN 353,San Nicolas,Comuna 1,-58.373791,-34.603799
241,CIRCULO RECREATIVO LA TREVISANA ASOCIACION DE RECREACION Y CULTURA,CLUB DE BARRIO,club_de_barrio,Circulo Recreativo La Trevisana Asociacion De Recreacion Y Cultura,,Benedetti 195,4601-3211,,,,"gimnasia, gimnasia deportiva, bochas",1 salon - cancha de bochas,"BENEDETTI, OSVALDO E., DIP.NAC.",195,"BENEDETTI, OSVALDO E., DIP.NAC. 195",Velez Sarsfield,Comuna 10,-58.482391,-34.636783
234,CIRCULO SOCIAL HEBREO ARGENTINO,CLUB,club,Circulo Social Hebreo Argentino,,Avellaneda 3545,4671-5234,informes@csha.org.ar,CSHA Una Pasión,www.csha.org.ar,"Baby, futsal, basquet, patin, voley, artes marciales. Actividades culturales.",2 canchas - 1 salon,AVELLANEDA AV.,3545,AVELLANEDA AV. 3545,Floresta,Comuna 10,-58.479333,-34.628330
242,CIRCULO  SOCIAL VALLE  MIÑOR,CLUB DE BARRIO,club_de_barrio,Circulo  Social Valle  Miñor,,Rafaela 4840,4683-3693,valminior@yahoo.com.ar,CIRCULO SOCIAL VALLE MIÑOR grupo publico,www.valminior.com.ar,"Bolos celtas, tai chi, biodanza, danzas gallegas, flamenco. Actividades culturales.",,RAFAELA,4840,RAFAELA 4840,Villa Luro,Comuna 10,-58.495216,-34.639463
50,CIRCULO SOCIAL VERTIZ,CLUB DE BARRIO,club_de_barrio,Circulo Social Vertiz,UNICA,Andonaegui 1246,4521-3580,,,,"futsal, gimnasia deportiva, artes marciales: Karate, kickbox, winshu. Gimnasia, ritmos latinos, voley. Danza para niñas, esferoterapia, streching, yoga. Apoyo escolar, pintura, centro de jubilados.",salon - cancha - gimnasio,ANDONAEGUI,1246,ANDONAEGUI 1246,Parque Chas,Comuna 15,-58.479094,-34.587898
3,CIRCULO SOCIAL Y DEPORTIVO DEL ONCE,CLUB DE BARRIO,club_de_barrio,Circulo Social Y Deportivo Del Once,UNICA,Moreno 2583/87,4942-4443,,CIRCULO DEL ONCE,,"Billar, taekwondo, pesca deportiva, yoga, relajacion, kung fu, backgammon, ajedrez.",3 salones,MORENO,2583,MORENO 2583,Balvanera,Comuna 3,-58.402785,-34.613298
122,CIRCULO URQUIZA,CLUB DE BARRIO,club_de_barrio,Circulo Urquiza,UNICA,F. D. Roosevelt 5345,4521-8873  4523-7506,,,www.cgunatacion.com.ar,"Pelota paleta, básquet masculino, voley femenino, taekwondo, gimnasia artística, patín, gimnasio aparatos, yoga, danzas orientales, gimnasia aeróbica, natación, gimnasia acrobática.",canchas - salones - natatorio,ROOSEVELT FRANKLIN D. AV.,5345,ROOSEVELT FRANKLIN D. AV. 5345,Villa Urquiza,Comuna 12,-58.490075,-34.575076
148,CLUB ARGENTINO DE AJEDREZ,CLUB DE BARRIO,club_de_barrio,Club Argentino De Ajedrez,UNICA,Paraguay 1858,4811-9412,club@argentinodeajedrez.org.ar,Club Argentino de Ajedrez - Oficial,www.www.argentinodeajedrez.org.ar,Ajedrez y Go,biblioteca - 2 salones,PARAGUAY,1858,PARAGUAY 1858,Recoleta,Comuna 2,-58.393960,-34.598711
244,CLUB ARGENTINO DE CAZA Y PESCA,CLUB DE BARRIO,club_de_barrio,Club Argentino De Caza Y Pesca,,Gral. Artigas 1925,S/T,,,,caza y pesca,,"ARTIGAS, JOSE GERVASIO, GRAL.",1925,"ARTIGAS, JOSE GERVASIO, GRAL. 1925",Villa Gral. Mitre,Comuna 11,-58.475708,-34.609407
206,CLUB ARTIGUENSES,CLUB DE BARRIO,club_de_barrio,Club Artiguenses,,Brasil 2546,4308-0050,,,,"baby, futsal",1 cancha,BRASIL,2546,BRASIL 2546,Parque Patricios,Comuna 4,-58.399762,-34.631422
237,CLUB ATLETICO ALL BOYS,CLUB,club,Club Atletico All Boys,CAMPO DE DEPORTES,Chivilcoy 1951,4639-8688,info@caallboys.com.ar,caallboys Equipo deportivo,www.caallboys.com.ar,"baby fútbol, futsal, basquet, patin, voley, gimnasia deportiva, boxeo, full contact. Actividades culturales.",,CHIVILCOY,1951,CHIVILCOY 1951,Monte Castro,Comuna 10,-58.497260,-34.616103
236,CLUB ATLETICO ALL BOYS,CLUB,club,Club Atletico All Boys,ESTADIO ISLAS MALVINAS,Alvarez Jonte 4180,4639-8688,info@caallboys.com.ar,caallboys Equipo deportivo,www.caallboys.com.ar,"baby fútbol, futsal, basquet, patin, voley, gimnasia deportiva, boxeo, full contact. Actividades culturales.",,ALVAREZ JONTE AV.,4180,ALVAREZ JONTE AV. 4180,Monte Castro,Comuna 10,-58.498253,-34.615871
235,CLUB ATLETICO ALL BOYS,CLUB,club,Club Atletico All Boys,SEDE SOCIAL,Mercedes 1950,4639-8688,info@caallboys.com.ar,caallboys Equipo deportivo,www.caallboys.com.ar,"baby fútbol, futsal, basquet, patin, voley, gimnasia deportiva, boxeo, full contact. Actividades culturales.",2 canchas - salones,MERCEDES,1950,MERCEDES 1950,Monte Castro,Comuna 10,-58.498184,-34.616966
245,CLUB ATLETICO BERNASCONI,CLUB DE BARRIO,club_de_barrio,Club Atletico Bernasconi,,Marcos Sastre 3195,4501-6462,,,,,,"SASTRE, MARCOS",3195,"SASTRE, MARCOS 3195",Villa Del Parque,Comuna 11,-58.491733,-34.605509
202,CLUB ATLETICO BOCA JUNIORS,CLUB,club,Club Atletico Boca Juniors,,Brandsen 805,4309-4700,cas@bocajuniors.com.ar,,www.bocajuniors.com.ar,"Boxeo, Balon, Bochas, basquet, voley, Futsal, gimnasia, pesas, judo, taekwondo, karate, lucha, atletismo, fútbol femenino",,BRANDSEN,805,BRANDSEN 805,Boca,Comuna 4,-58.364380,-34.636469
261,CLUB ATLETICO COMERCIO,CLUB DE BARRIO,club_de_barrio,Club Atletico Comercio,,Av. Libertador 7199,4701-5620,clubcomercio@ciudad.com.ar,Club Atletico Comercio Club deportivo,,tenis,10 canchas,DEL LIBERTADOR AV.,7199,DEL LIBERTADOR AV. 7199,Nuñez,Comuna 13,-58.457109,-34.546702
262,CLUB ATLETICO DEFENSORES DE BELGRANO,CLUB,club,Club Atletico Defensores De Belgrano,"SEDE SOCIAL Y ESTADIO JUAN PASQUALE"" , TIENEN OTRA SEDE EN PROVINCIA""",Comodoro Rivadavia 1450,4702-8967,info@defeweb.com.ar - institucional@defeweb.com.ar,,www.defeweb.com.ar,"boxeo, fútbol, gimnasia, natacion, pesas",natatorio - cancha de fútbol - salon,"RIVADAVIA MARTIN, COMODORO",1450,"RIVADAVIA MARTIN, COMODORO 1450",Nuñez,Comuna 13,-58.461698,-34.540063
247,CLUB ATLETICO ESTUDIANTES,CLUB,club,Club Atletico Estudiantes,"SECRETARÍA - ESTADIO EN CASEROS, PVCIA BS AS",Av. Beiro  5175,4568-5510,caestudiantes@yahoo.com.ar,,www.caestudiantes.com.ar,"Fútbol, fútbol femenino, handball, patín, taekwondo, karate do",gimnasio,"BEIRO, FRANCISCO AV.",5175,"BEIRO, FRANCISCO AV. 5175",Villa Devoto,Comuna 11,-58.523023,-34.612639
278,CLUB ATLETICO FENIX,CLUB DE BARRIO,club_de_barrio,Club Atletico Fenix,,Concepcion Arenal 3560,4771-4657,clubatleticofenix@yahoo.com.ar,,,"artes marciales, tango, folklore",2 salones - 1 cancha,"ARENAL, CONCEPCION",3560,"ARENAL, CONCEPCION 3560",Chacarita,Comuna 15,-58.446686,-34.584413
217,CLUB ATLETICO INDEPENDIENTE,CLUB,club,Club Atletico Independiente,SEDE CAPITAL Y OTRAS EN PROVINCIA,Boyaca  470,4633-5499 / 4633-7527,boyaca@clubaindependiente.com,Club Atlético Independiente Equipo deportivo,www.clubaindependiente.com,"Futsal, baby, taekwondo, danzas.",Dos vestuarios y un baño para discapacitados - buffet con patio de comidas - dos canchas de Fútbol 5 para la Escuela de Fútbol.,BOYACA AV.,470,BOYACA AV. 470,Flores,Comuna 7,-58.460248,-34.621705
279,CLUB ATLETICO LOS VIEJOS MUCHACHOS (N.O.B.),CLUB DE BARRIO,club_de_barrio,Club Atletico Los Viejos Muchachos (N.O.B.),,Avalos 1036,4523-5775,,,,"artes marciales, musculacion, tenis de mesa, teatro, tango, baby, basket, voley, gimnasia deportiva, danza. Actividades culturales.",3 salones,AVALOS,1036,AVALOS 1036,Parque Chas,Comuna 15,-58.473981,-34.587513
298,CLUB ATLÉTICO PIRAÑA,CLUB DE BARRIO,club_de_barrio,Club Atlético Piraña,UNICA,Elia 678,4911-8674 4912-4494,,,,"Baby, voley, futbol femenino, futsal, boxeo, taekwondo, kra magal, aero funcional.",,ELIA,678,ELIA 678,Parque Patricios,Comuna 4,-58.408203,-34.645358
257,CLUB ATLETICO PLATENSE,CLUB,club,Club Atletico Platense,"Anexo Alejandro Mariani Dólan""""",Crisologo Larralde 5195,4545-8358,,,www.cap.org.ar/,"fútbol, tenis, voley",4 canchas,"LARRALDE, CRISOLOGO AV.",5195,"LARRALDE, CRISOLOGO AV. 5195",Saavedra,Comuna 12,-58.494217,-34.562396
263,CLUB ATLETICO RIVER PLATE,CLUB,club,Club Atletico River Plate,,Av.Figueroa Alcorta 7597,4789-1200,club@cariverplate.com.ar,,www.cariverplate.com.ar,"basquet, voley, hockey (sobre cesped - sobre patines), tenis, natacion, gimnasia, fútbol femenino, handbol, cestoball, futsal, waterpolo",,"FIGUEROA ALCORTA, PRES. AV.",7597,"FIGUEROA ALCORTA, PRES. AV. 7597",Belgrano,Comuna 13,-58.449446,-34.546690
197,CLUB ATLETICO SAN LORENZO DE ALMAGRO,CLUB,club,Club Atletico San Lorenzo De Almagro,ANEXO ADMINISTRATIVO,Avda. Mayo 1373,4016-2600,socios@sanlorenzo.com.ar,San Lorenzo Equipo deportivo,www.sanlorenzo.com.ar,Departamentos de Atención al Socio y Prensa. Venta de entradas.,Venta de merchandising,DE MAYO AV.,1373,DE MAYO AV. 1373,Monserrat,Comuna 1,-58.385876,-34.609357
196,CLUB ATLETICO SAN LORENZO DE ALMAGRO,CLUB,club,Club Atletico San Lorenzo De Almagro,SEDE CIUDAD DEPORTIVA,Av. F. F. de la Cruz 2145,4918-8192,infociudad@sanlorenzo.com.ar,San Lorenzo Equipo deportivo,www.sanlorenzo.com.ar,"Tenis, Patín, Natación, Voley (masculino y femenino), Hockey sobre cesped, Hockey sobre patines, Basquet, Fútsal, Fútbol femenino, Fútbol recreativo, Bowling, Rugby","Sector de quinchos y parrillas - Zona de tres grandes natatorios, uno climatizado - Cancha de fútbol profesional con medidas reglamentarias de 100x70 - 6 canchas para fútbol amateur - Cancha de hockey sobre patines - Cancha de hockey sobre cesped - Cancha de handball - Cancha de tenis -  Restaurante ","FERNANDEZ DE LA CRUZ, F., GRAL. AV.",2145,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 2145",Flores,Comuna 7,-58.436476,-34.654438
195,CLUB ATLETICO SAN LORENZO DE ALMAGRO,CLUB,club,Club Atletico San Lorenzo De Almagro,SEDE BOEDO,Av. La Plata 1782,4016-2600,infolaplata@sanlorenzo.com.ar,San Lorenzo Equipo deportivo,www.sanlorenzo.com.ar,"Natación, Artes Marciales, Streching, Yoga y gimnasia",natatorio climatizado - gimnasio,LA PLATA AV.,1782,LA PLATA AV. 1782,Boedo,Comuna 5,-58.424425,-34.635941
190,CLUB ATLETICO VELEZ SARSFIELD,CLUB,club,Club Atletico Velez Sarsfield,ANEXO POLIDEPORTIVO,Av. Juan B. Justo 8900,4641-5663/5763/4014,velezsocios@velezsarsfield.com.ar,Club Atlético Vélez Sarsfield,www.velezsarsfield.com.ar,"Fútbol Profesional y Amateur, Voley, Básquet, Ajedrez, Yoga, Aerobismo, Atletismo, Béisbol, Bochas, Bocchia, Cestoball, Gimnasia Acrobática, Gimnasia Artística, Gimnasia Aeróbica, Gimnasia Integral, Gimnasia Masculina Mayores, Hockey sobre Césped, Hockey sobre Patines, Judo, Karate, Kung Fu, Levantamiento Olímpico, Musculación, Natación, Paddle, Patín Artístico, Patín Carrera, Pesca Deportiva, Ciclismo, Handball y Tenis. Actividades culturales.","COMPLEJO ACUÁTICO DE VÉLEZ SARSFIELD: El Complejo Acuático posee dos natatorios (uno de los cuales es semi olímpico) de 12.50m x 25.00m, cuya superficie es de 312.50m3 cada uno. Las profundidades de los mismos son de 1.20m a 1.40m y de 1.80m a 2.00m. También cuenta con un tercer natatorio para niños, de 3.00m x 8.00m con una profundidad de 0.70m. También un natatorio descubierto que cuenta con una superficie aproximadamente de 1.300m3 y es de carácter recreativo. Por tal motivo, las profundidades oscilan entre 0.00m y 1.40m. En su interior cuenta con una fuente central. También posee una pileta para niños en forma de estrella. POLIDEPORTIVO: Canchas de fútbol auxiliares 1 y 2: Medidas oficiales.  Cancha fútbol auxiliar 3: Medidas no oficiales (tierra).  Canchas de fútbol de tierra: Dos canchas de tierra. Canchas de tenis: 11 canchas de polvo de ladrillo, dos cubiertas y todas con iluminación artificial. Frontones. Estadio de vóley ""Ana Petracca"": Miniestadio con capacidad para 350 personas. Nuevo piso de última generación. Cancha de Hockey sobre césped sintético de 91,40 mts. de largo x 55 mts. de ancho, ubicada en el polideportivo en el centro de la pista de atletismo. En uno de sus laterales posee gradas para la ubicación del público. Gimnasio de 20 mts de largo x 10 mts. de ancho. Atletismo: Pista con medidas oficiales. Perímetro interno: 400 m.  Canchas de Paddle: Posee en el polideportivo dos canchas cubierta y una descubierta con sus medidas reglamentarias con iluminación.  Patinódromo: Mejor pista de asfalto de patín carrera en capital y gran buenos aires. 250 m de perímetro.  Canchas de césped sintético: Cinco canchas de fútbol sala.  Gimnasio polifuncional de Hockey sobre patines: Pista techada con capacidad para 200 personas (bajo autopista). Medidas: 25 x 30 m.  Gimnasio de musculación: gimnasio de complemento de pesas de 28 x 28 m (bajo autopista). Gimnasio de levantamiento olímpico: Gimnasio de 8 x 20 m para levantamiento olímpico de pesas y rehabilitación. Gimnasio de cestoball: Gimnasio cubierto de 30 x 30 m (bajo autopista). 1 cancha oficial y otra de entrenamiento. Béisbol: Cuenta con un sector techado y cercado, con su respectiva jaula de bateo y las medidas de seguridad adecuada para la práctica de dicha actividad, ubicado en el polideportivo. Juegos Rústicos: Posee amplios juegos de madera (puentes colgantes, tobogán, sogas para escalar, troncos de equilibrio, etc) sobre piso de arena en un sector techado y alambrado ubicado en el polideportivo. Patios Recreativos: En ellos están delimitadas canchas de Básquet, Voley y Fútbol, también se realizan entrenamientos de Handball y Hockey sobre Césped. Quincho del Polideportivo: Mítico Lugar de recreación y de reunión de los asociados, concesionado para el servicio gastronómico. También se cuenta con su alquiler para eventos dentro de la institución para las distintas disciplinas. Cancha de Bochas: Nuestra Institución cuenta con el recinto de Bochas más grande de Sudamérica, con 4 canchas sintéticas de 25x 4 Mts.   INSTITUTO DR. DALMACIO VÉLEZ SARSFIELD","JUSTO, JUAN B. AV.",8900,"JUSTO, JUAN B. AV. 8900",Versalles,Comuna 10,-58.513889,-34.633463
